name,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003
"		LongTermDebtAndCapitalLeaseObligation","2,053,000,000","2,181,000,000","1,815,000,000","2,388,000,000","2,796,000,000","2,805,000,000","2,303,716,000","1,310,638,000","1,424,141,000","1,557,677,000","1,509,922,000","1,189,871,000","751,542,000","483,391,000","501,147,000","449,595,000",,
"			LongTermDebt","1,792,000,000","1,930,000,000","1,815,000,000","2,388,000,000","2,796,000,000","2,805,000,000","2,303,716,000","1,310,638,000","1,424,141,000","1,557,677,000","1,509,922,000","1,189,871,000","751,542,000","483,391,000","501,147,000","449,595,000",,
"			LongTermCapitalLeaseObligation","261,000,000","251,000,000",,,,,,,,,,,,,,,,
"		NonCurrentDeferredLiabilities","326,000,000","341,000,000","297,000,000","228,000,000","303,000,000","351,000,000","259,877,000","220,877,000","222,553,000","180,826,000","99,105,000","101,785,000","160,132,000","168,391,000","169,351,000","192,380,000",,
"			NonCurrentDeferredTaxesLiabilities","326,000,000","341,000,000","297,000,000","228,000,000","303,000,000","351,000,000","259,877,000","220,877,000","222,553,000","180,826,000","99,105,000","101,785,000","160,132,000","168,391,000","169,351,000","192,380,000",,
"		EmployeeBenefits","655,000,000","575,000,000","501,000,000","640,000,000","576,000,000","547,000,000","659,165,000","702,103,000","671,719,000","579,560,000","580,503,000","530,320,000","285,153,000","241,252,000","234,448,000","240,221,000",,
"			NonCurrentPensionAndOtherPostretirementBenefitPlans",,,,,,,,,,"579,560,000","580,503,000","530,320,000","285,153,000","241,252,000","234,448,000","240,221,000",,
"		DerivativeProductLiabilities",,,,,,"13,000,000","19,321,000","6,582,000","23,812,000","27,037,000","24,070,000","14,228,000",,,,,,
"		OtherNonCurrentLiabilities","98,000,000","52,000,000","10,000,000","7,000,000","10,000,000","140,000,000",,,,,,,,,,,,
TotalEquityGrossMinorityInterest,"4,088,000,000","4,061,000,000","3,915,000,000","2,930,000,000","2,659,000,000","3,188,000,000","3,000,226,000","3,678,674,000","3,400,004,000","3,104,894,000","2,641,230,000","2,794,849,000","1,861,140,000","1,743,402,000","1,500,491,000","1,224,408,000",,
"	StockholdersEquity","3,930,000,000","3,925,000,000","3,781,000,000","2,859,000,000","2,574,000,000","3,028,000,000","2,973,714,000","3,653,920,000","3,375,456,000","3,076,802,000","2,620,107,000","2,773,760,000","1,794,993,000","1,733,926,000","1,492,744,000","1,177,022,000",,
"		CapitalStock","546,000,000","546,000,000","546,000,000","545,000,000","544,000,000","544,000,000","543,107,000","542,853,000","542,769,000","542,377,000","541,858,000","541,028,000","540,779,000","540,779,000","536,081,000","529,031,000",,
"			CommonStock","546,000,000","546,000,000","546,000,000","545,000,000","544,000,000","544,000,000","543,107,000","542,853,000","542,769,000","542,377,000","541,858,000","541,028,000","540,779,000","540,779,000","536,081,000","529,031,000",,
"		AdditionalPaidInCapital","204,000,000","198,000,000","193,000,000","186,000,000","174,000,000","149,000,000","133,633,000","133,633,000","101,501,000","94,798,000","90,675,000","84,059,000","81,396,000","81,396,000","66,326,000","34,719,000",,
"		RetainedEarnings","3,752,000,000","3,880,000,000","3,743,000,000","2,691,000,000","2,518,000,000","2,902,000,000","2,692,364,000","3,152,832,000","2,945,661,000","2,698,856,000","2,210,143,000","2,374,883,000","963,954,000","809,682,000","809,820,000","538,330,000",,
"		TreasuryStock","260,000,000","260,000,000","260,000,000","260,000,000","260,000,000","260,000,000","260,113,000","260,113,000","260,113,000","260,113,000","260,113,000","260,113,000",,,,,,
"		GainsLossesNotAffectingRetainedEarnings","-312,000,000","-439,000,000","-441,000,000","-303,000,000","-402,000,000","-307,000,000","-135,277,000","84,715,000","45,638,000","884,000","37,544,000","33,903,000",,,,,,
"			ForeignCurrencyTranslationAdjustments","-334,000,000","-442,000,000","-424,000,000","-333,000,000","-481,000,000",,,,,,,,,,,,,
"			OtherEquityAdjustments","22,000,000","3,000,000","-17,000,000","30,000,000","79,000,000","-307,000,000","-135,277,000","84,715,000","45,638,000",,,,,,,,,
"		OtherEquityInterest",,,,,,,,,,,,,"208,864,000","302,069,000","80,517,000","74,942,000",,
"	MinorityInterest","158,000,000","136,000,000","134,000,000","71,000,000","85,000,000","160,000,000","26,512,000","24,754,000","24,548,000","28,092,000","21,123,000","21,089,000","66,147,000","9,476,000","7,747,000","47,386,000",,
TotalCapitalization,"5,722,000,000","5,855,000,000","5,596,000,000","5,247,000,000","5,370,000,000","5,833,000,000","5,277,430,000","4,964,558,000","4,799,597,000","4,634,479,000","4,130,029,000","3,963,631,000","2,546,535,000","2,217,317,000","1,993,891,000","1,626,617,000",,
CommonStockEquity,"3,930,000,000","3,925,000,000","3,781,000,000","2,859,000,000","2,574,000,000","3,028,000,000","2,973,714,000","3,653,920,000","3,375,456,000","3,076,802,000","2,620,107,000","2,773,760,000","1,794,993,000","1,733,926,000","1,492,744,000","1,177,022,000",,
CapitalLeaseObligations,"325,000,000","300,000,000",,,,,,,,,,,,,,,,
NetTangibleAssets,"3,274,000,000","3,291,000,000","3,022,000,000","2,151,000,000","1,776,000,000","1,979,000,000","2,189,797,000","2,881,235,000","2,651,065,000","2,330,497,000","2,076,328,000","2,207,077,000","1,377,497,000","1,552,098,000","1,307,387,000","1,047,975,000",,
WorkingCapital,"664,000,000","923,000,000","779,000,000","397,000,000","548,000,000","939,000,000","1,137,187,000","1,081,599,000","1,383,929,000","1,689,401,000","1,664,308,000","1,569,145,000","713,591,000","681,274,000","490,222,000","275,111,000",,
InvestedCapital,"6,337,000,000","6,226,000,000","6,206,000,000","6,069,000,000","5,958,000,000","6,506,000,000","5,880,179,000","5,682,842,000","5,403,402,000","5,001,627,000","4,183,046,000","4,067,582,000","3,169,239,000","2,484,290,000","2,233,175,000","1,967,102,000",,
TangibleBookValue,"3,274,000,000","3,291,000,000","3,022,000,000","2,151,000,000","1,776,000,000","1,979,000,000","2,189,797,000","2,881,235,000","2,651,065,000","2,330,497,000","2,076,328,000","2,207,077,000","1,377,497,000","1,552,098,000","1,307,387,000","1,047,975,000",,
TotalDebt,"2,732,000,000","2,601,000,000","2,425,000,000","3,210,000,000","3,384,000,000","3,478,000,000","2,906,465,000","2,028,922,000","2,027,946,000","1,924,825,000","1,562,939,000","1,293,822,000","1,374,246,000","750,364,000","740,431,000","790,080,000",,
NetDebt,"2,193,000,000","2,206,000,000","2,304,000,000","3,127,000,000","3,297,000,000","3,317,000,000","2,775,634,000","1,840,582,000","1,739,437,000","1,594,704,000","1,162,025,000","1,035,852,000","1,316,042,000","700,279,000","683,195,000","752,878,000",,
ShareIssued,"1,305,140,778","1,304,940,778","1,304,800,942","1,302,970,258","1,300,979,538","1,299,704,303","1,295,943,056","1,295,015,589","1,294,703,031","1,293,098,052","1,291,155,548","1,291,155,548","1,287,290,068","1,265,639,199","1,265,639,199",,,
OrdinarySharesNumber,"1,280,550,942","1,280,350,942","1,280,300,942","1,278,380,258","1,276,389,497","1,275,114,262","1,273,569,556","1,272,647,247","1,272,334,689","1,293,098,052","1,291,155,548","1,291,155,548","1,287,290,068","1,265,639,199","1,265,639,199",,,
TreasurySharesNumber,"24,589,836","24,589,836","24,500,000","24,590,000","24,590,041","24,590,041","22,373,500","22,368,342","22,368,342",,,,,,,,,
,,,,,,,,,,,,,,,,,,
ROA,0.001138245,0.051782405,0.141294439,0.041771861,-0.014265669,0.056075796,0.05553161,0.102661885,0.167879127,0.207579384,0.16041279,0.130411916,0.432573118,0.14814319,0.112487823,0.137862672,#DIV/0!,#DIV/0!
Operating Margin,0.040055523,0.141149687,0.125449964,0.112033961,0.090620921,0.120444033,0.153295444,0.176592934,0.24237678,0.273328434,0.235805548,0.205200737,0.343886464,0.174295244,0.16464656,0.187986876,0.130524447,0.089401763
Net Margin,0.040055523,0.141149687,0.125449964,0.112033961,0.090620921,0.120444033,0.153295444,0.176592934,0.236217936,0.273328434,0.235805548,0.205200737,0.343886464,0.174295244,0.16464656,0.187986876,0.130524447,0.089401763
Return On Equity,0.002798982,0.121019108,0.327955567,0.127317244,-0.047397047,0.168097754,0.155884191,0.224025978,0.385288091,0.49136116,0.391106165,0.277752942,1.116571485,0.308917451,0.250480323,0.358678937,#DIV/0!,#DIV/0!
Current Ratio,1.30500689,1.524134015,1.387755102,1.170532646,1.270884825,1.458944282,1.56778384,1.551824681,1.71850052,1.963432473,2.135417868,2.305065081,1.463840644,1.713924629,1.546433627,1.296683447,#DIV/0!,#DIV/0!
Quick ratio,0.730822232,0.779102783,0.745644599,0.643900344,0.644587247,0.792277615,0.90118541,0.833320834,0.950099552,1.158806585,1.375337612,1.279365409,0.830103871,0.876624547,0.819090879,0.746896326,#DIV/0!,#DIV/0!
